key,translation,options,desc_en,desc_vi,chapter,status,notes
lateral thinking,tư duy phi tuyến,tư duy phi tuyến,free and open thinking in which established patterns of logical thought are purposefully ignored or even challenged,"kiểu tư duy tự do và mở, trong đó các khuôn mẫu logic đã thiết lập bị cố ý bỏ qua hoặc thậm chí bị thách thức",Chương 4,approved,Source: glossary.md — Chương 4
linear thinking,tư duy tuyến tính,tư duy tuyến tính,"logical, step-by-step process",quá trình tư duy logic theo từng bước,Chương 4,approved,Source: glossary.md — Chương 4
minimum viable product (mvp),sản phẩm khả thi tối thiểu (MVP),sản phẩm khả thi tối thiểu (MVP),early version or prototype of a product that may not be polished or complete but that functions well enough that you can begin to market it or test it with potential users,phiên bản ban đầu hoặc nguyên mẫu của một sản phẩm có thể chưa hoàn thiện nhưng vẫn hoạt động đủ tốt để có thể bắt đầu tiếp thị hoặc thử nghiệm với người dùng tiềm năng,Chương 4,approved,Source: glossary.md — Chương 4
open innovation,đổi mới mở,đổi mới mở,searching for and finding solutions outside of the organizational structure,việc tìm kiếm và phát hiện các giải pháp bên ngoài cấu trúc tổ chức,Chương 4,approved,Source: glossary.md — Chương 4
pain point,điểm đau (vấn đề của khách hàng),điểm đau (vấn đề của khách hàng),problem that people have with a product or service that might be addressed by creating a modified version that solves the problem,vấn đề mà khách hàng gặp phải với một sản phẩm hoặc dịch vụ và có thể được giải quyết bằng cách tạo ra một phiên bản cải tiến giải quyết vấn đề đó,Chương 4,approved,Source: glossary.md — Chương 4
pioneering innovation,đổi mới tiên phong,đổi mới tiên phong,"one based on a new technology, a new advancement in the field, and/or an advancement in a related field that leads to the development of a new product","sự đổi mới dựa trên công nghệ mới, một tiến bộ mới trong lĩnh vực hoặc một tiến bộ trong lĩnh vực liên quan dẫn đến việc phát triển một sản phẩm mới",Chương 4,approved,Source: glossary.md — Chương 4
scientific method,phương pháp khoa học,phương pháp khoa học,"most often associated with the natural sciences, outlines the process to discover an answer to a question or a problem","phương pháp thường gắn với khoa học tự nhiên, mô tả quy trình để tìm ra câu trả lời cho một câu hỏi hoặc một vấn đề",Chương 4,approved,Source: glossary.md — Chương 4
user interface,giao diện người dùng,giao diện người dùng,what the user sees and interacts with,những gì người dùng nhìn thấy và tương tác,Chương 4,approved,Source: glossary.md — Chương 4
ideal screening,sàng lọc ý tưởng,sàng lọc ý tưởng,the process of evaluating and selecting ideas based on specific criteria to determine their feasibility and potential for development.,quá trình đánh giá và lựa chọn các ý tưởng dựa trên những tiêu chí cụ thể nhằm xác định tính khả thi và tiềm năng phát triển của chúng.,Chương 4 (bổ sung),approved,Source: glossary.md — Chương 4 (bổ sung)
creative capacity,năng lực sáng tạo,năng lực sáng tạo,"an individual’s or organization’s ability to generate original ideas, think creatively, and develop innovative solutions.","khả năng của cá nhân hoặc tổ chức trong việc tạo ra ý tưởng mới, tư duy sáng tạo và phát triển các giải pháp đổi mới.",Chương 4 (bổ sung),approved,Source: glossary.md — Chương 4 (bổ sung)
innovation pipeline,quy trình phát triển đổi mới,quy trình phát triển đổi mới,"a structured sequence of stages through which ideas move from initial concept to development, testing, and eventual commercialization.",chuỗi các giai đoạn có cấu trúc mà trong đó các ý tưởng được phát triển từ giai đoạn ban đầu đến thử nghiệm và cuối cùng là thương mại hóa.,Chương 4 (bổ sung),approved,Source: glossary.md — Chương 4 (bổ sung)
concept development,phát triển ý tưởng thành khái niệm,phát triển ý tưởng thành khái niệm,the process of refining and elaborating an idea into a clear and structured concept that can be further developed into a product or service.,"quá trình làm rõ và hoàn thiện một ý tưởng thành một khái niệm cụ thể, có cấu trúc, để tiếp tục phát triển thành sản phẩm hoặc dịch vụ.",Chương 4 (bổ sung),approved,Source: glossary.md — Chương 4 (bổ sung)
competitive advantage,lợi thế cạnh tranh,lợi thế cạnh tranh,describes your venture’s unique benefits that poise it for growth,mô tả những lợi ích độc đáo của doanh nghiệp giúp doanh nghiệp có vị thế để tăng trưởng,Chương 5,approved,Source: glossary.md — Chương 5
customers,khách hàng,khách hàng,"people the business will be serving, including potential customers from one or more market segments","những người mà doanh nghiệp sẽ phục vụ, bao gồm cả các khách hàng tiềm năng từ một hoặc nhiều phân khúc thị trường",Chương 5,approved,Source: glossary.md — Chương 5
demand,nhu cầu,nhu cầu,"need or desire for the outputs, the product or services","nhu cầu hoặc mong muốn đối với các đầu ra, tức là sản phẩm hoặc dịch vụ",Chương 5,approved,Source: glossary.md — Chương 5
demographics,nhân khẩu học,nhân khẩu học,"statistical factors of a population or group, such as information about age, gender, income, race, or ethnicity","các yếu tố thống kê của một dân số hoặc nhóm, chẳng hạn như thông tin về độ tuổi, giới tính, thu nhập, chủng tộc hoặc sắc tộc",Chương 5,approved,Source: glossary.md — Chương 5
entrepreneurial opportunity,cơ hội khởi nghiệp,cơ hội khởi nghiệp,"point at which identifiable consumer demand meets the feasibility of satisfying the requested product or service and meets the following conditions: significant market demand, significant market structure and size, significant margins, and resources to support the venture’s success","thời điểm mà nhu cầu của người tiêu dùng có thể xác định được gặp với tính khả thi của việc đáp ứng sản phẩm hoặc dịch vụ được yêu cầu, đồng thời đáp ứng các điều kiện sau: nhu cầu thị trường đáng kể, cấu trúc và quy mô thị trường đáng kể, biên lợi nhuận đáng kể và nguồn lực để hỗ trợ sự thành công của doanh nghiệp",Chương 5,approved,Source: glossary.md — Chương 5
financial viability,tính khả thi tài chính,tính khả thi tài chính,long-term financial sustainability of an organization to fulfill its mission,khả năng duy trì tài chính trong dài hạn của một tổ chức nhằm thực hiện sứ mệnh của mình,Chương 5,approved,Source: glossary.md — Chương 5
gig economy,nền kinh tế gig,nền kinh tế gig,market system in which independent contractors fill a variety of positions,hệ thống thị trường trong đó các nhà thầu độc lập đảm nhận nhiều vị trí khác nhau,Chương 5,approved,Source: glossary.md — Chương 5
infrastructure,cơ sở hạ tầng,cơ sở hạ tầng,"all resources the entrepreneur will need in order to launch and sustain a business venture offering (actual product or service, its value proposition, and how you will reach and communicate with your target customers)","toàn bộ các nguồn lực mà doanh nhân cần để khởi động và duy trì một doanh nghiệp, bao gồm sản phẩm hoặc dịch vụ thực tế, giá trị đề xuất của nó và cách doanh nghiệp tiếp cận và giao tiếp với khách hàng mục tiêu",Chương 5,approved,Source: glossary.md — Chương 5
